CUSIP,Security Type,Security Term,Auction Date
912796KY4,Bill,4-Week,2017-04-11
912828X21,Note,3-Year,2017-04-10
912796LK3,Bill,13-Week,2017-04-10
912796KR9,Bill,26-Week,2017-04-10
912796KZ1,CMB,37-Day,2017-04-07
912796KU2,Bill,4-Week,2017-04-04
912796LG2,Bill,13-Week,2017-04-03
912796LW7,Bill,26-Week,2017-04-03
912828V64,FRN Note,1-Year 10-Month,2017-03-29
912828W71,Note,7-Year,2017-03-29
912828W89,Note,5-Year,2017-03-28
912796JP5,Bill,4-Week,2017-03-28
912796LS6,Bill,52-Week,2017-03-28
912828W97,Note,2-Year,2017-03-27
912796LF4,Bill,13-Week,2017-03-27
912796LV9,Bill,26-Week,2017-03-27
912828V49,TIPS Note,9-Year 10-Month,2017-03-23
912796KT5,Bill,4-Week,2017-03-21
912796JX8,Bill,13-Week,2017-03-20
912796LU1,Bill,26-Week,2017-03-20
912796KS7,Bill,4-Week,2017-03-14
912796KT5,CMB,35-Day,2017-03-14
912796LE7,Bill,13-Week,2017-03-13
912796KL2,Bill,26-Week,2017-03-13
912796JP5,CMB,44-Day,2017-03-13
912810RV2,Bond,29-Year 11-Month,2017-03-09
912828V98,Note,9-Year 11-Month,2017-03-08
912828W63,Note,3-Year,2017-03-07
912796QG7,CMB,6-Day,2017-03-07
912796KQ1,Bill,4-Week,2017-03-07
912796LD9,Bill,13-Week,2017-03-06
912796LT4,Bill,26-Week,2017-03-06
912796JJ9,Bill,4-Week,2017-02-28
912796LN7,Bill,52-Week,2017-02-28
912796LA5,Bill,13-Week,2017-02-27
912796LR8,Bill,26-Week,2017-02-27
912828W48,Note,7-Year,2017-02-23
912828W55,Note,5-Year,2017-02-22
912828V64,FRN Note,1-Year 11-Month,2017-02-22
912828W30,Note,2-Year,2017-02-21
912796KP3,Bill,4-Week,2017-02-21
912796JT7,Bill,13-Week,2017-02-21
912796LQ0,Bill,26-Week,2017-02-21
912810RW0,TIPS Bond,30-Year,2017-02-16
912796KN8,Bill,4-Week,2017-02-14
912796KZ1,Bill,13-Week,2017-02-13
912796KF5,Bill,26-Week,2017-02-13
912810RV2,Bond,30-Year,2017-02-09
912828V98,Note,10-Year,2017-02-08
912828W22,Note,3-Year,2017-02-07
912796KM0,Bill,4-Week,2017-02-07
912796QG7,CMB,34-Day,2017-02-07
912796KY4,Bill,13-Week,2017-02-06
912796LP2,Bill,26-Week,2017-02-06
912796JE0,Bill,4-Week,2017-01-31
912796LJ6,Bill,52-Week,2017-01-31
912796KU2,Bill,13-Week,2017-01-30
912796LM9,Bill,26-Week,2017-01-30
912828V80,Note,7-Year,2017-01-26
912828V64,FRN Note,2-Year,2017-01-25
912828V72,Note,5-Year,2017-01-25
912828V56,Note,2-Year,2017-01-24
912796KJ7,Bill,4-Week,2017-01-24
912796JP5,Bill,13-Week,2017-01-23
912796LL1,Bill,26-Week,2017-01-23
912828V49,TIPS Note,10-Year,2017-01-19
912796KH1,Bill,4-Week,2017-01-17
912796KT5,Bill,13-Week,2017-01-17
912796KB4,Bill,26-Week,2017-01-17
912810RU4,Bond,29-Year 10-Month,2017-01-12
912828U24,Note,9-Year 10-Month,2017-01-11
912828V31,Note,3-Year,2017-01-10
912796KG3,Bill,4-Week,2017-01-10
912796KS7,Bill,13-Week,2017-01-09
912796LK3,Bill,26-Week,2017-01-09
912796JA8,Bill,4-Week,2017-01-03
912796KQ1,Bill,13-Week,2017-01-03
912796LG2,Bill,26-Week,2017-01-03
912796LC1,Bill,52-Week,2017-01-03
912828V23,Note,7-Year,2016-12-29
912828U81,Note,5-Year,2016-12-28
912828T75,FRN Note,1-Year 10-Month,2016-12-28
912828U99,Note,2-Year,2016-12-27
912796KE8,Bill,4-Week,2016-12-27
912796JJ9,Bill,13-Week,2016-12-27
912796LF4,Bill,26-Week,2016-12-27
912828Q60,TIPS Note,4-Year 4-Month,2016-12-22
912796KD0,Bill,4-Week,2016-12-20
912796KP3,Bill,13-Week,2016-12-19
912796JX8,Bill,26-Week,2016-12-19
912796KC2,Bill,4-Week,2016-12-13
912810RU4,Bond,29-Year 11-Month,2016-12-13
912796KN8,Bill,13-Week,2016-12-12
912796LE7,Bill,26-Week,2016-12-12
912828U73,Note,3-Year,2016-12-12
912828U24,Note,9-Year 11-Month,2016-12-12
912796HV4,Bill,4-Week,2016-12-06
912796LB3,Bill,52-Week,2016-12-06
912796KM0,Bill,13-Week,2016-12-05
912796LD9,Bill,26-Week,2016-12-05
912796KA6,Bill,4-Week,2016-11-29
912796JE0,Bill,13-Week,2016-11-28
912796LA5,Bill,26-Week,2016-11-28
912828U57,Note,7-Year,2016-11-23
912828U65,Note,5-Year,2016-11-22
912796JZ3,Bill,4-Week,2016-11-22
912828T75,FRN Note,1-Year 11-Month,2016-11-22
912828U40,Note,2-Year,2016-11-21
912796KJ7,Bill,13-Week,2016-11-21
912796JT7,Bill,26-Week,2016-11-21
912828S50,TIPS Note,9-Year 8-Month,2016-11-17
912796JY6,Bill,4-Week,2016-11-15
912796KH1,Bill,13-Week,2016-11-14
912796KZ1,Bill,26-Week,2016-11-14
912810RU4,Bond,30-Year,2016-11-10
912828U24,Note,10-Year,2016-11-09
912828U32,Note,3-Year,2016-11-08
912796HU6,Bill,4-Week,2016-11-08
912796KX6,Bill,52-Week,2016-11-08
912796KG3,Bill,13-Week,2016-11-07
912796KY4,Bill,26-Week,2016-11-07
912796JW0,Bill,4-Week,2016-11-01
912796JA8,Bill,13-Week,2016-10-31
912796KU2,Bill,26-Week,2016-10-31
912828T91,Note,7-Year,2016-10-27
912828T75,FRN Note,2-Year,2016-10-26
912828T67,Note,5-Year,2016-10-26
912828T83,Note,2-Year,2016-10-25
912796JV2,Bill,4-Week,2016-10-25
912796KE8,Bill,13-Week,2016-10-24
912796JP5,Bill,26-Week,2016-10-24
912810RR1,TIPS Bond,29-Year 4-Month,2016-10-20
912796JU4,Bill,4-Week,2016-10-18
912796KD0,Bill,13-Week,2016-10-17
912796KT5,Bill,26-Week,2016-10-17
912810RT7,Bond,29-Year 10-Month,2016-10-13
912828T59,Note,3-Year,2016-10-12
9128282A7,Note,9-Year 10-Month,2016-10-12
912796HQ5,Bill,4-Week,2016-10-11
912796KC2,Bill,13-Week,2016-10-11
912796KS7,Bill,26-Week,2016-10-11
912796KR9,Bill,52-Week,2016-10-11
912796JS9,Bill,4-Week,2016-10-04
912796HV4,Bill,13-Week,2016-10-03
912796KQ1,Bill,26-Week,2016-10-03
912828S84,FRN Note,1-Year 10-Month,2016-09-28
912828T26,Note,7-Year,2016-09-28
912828T34,Note,5-Year,2016-09-27
912796JR1,Bill,4-Week,2016-09-27
912828T42,Note,2-Year,2016-09-26
912796KA6,Bill,13-Week,2016-09-26
912796JJ9,Bill,26-Week,2016-09-26
912828S50,TIPS Note,9-Year 10-Month,2016-09-22
912796JQ3,Bill,4-Week,2016-09-20
912796JZ3,Bill,13-Week,2016-09-19
912796KP3,Bill,26-Week,2016-09-19
912796HJ1,Bill,4-Week,2016-09-13
912796KL2,Bill,52-Week,2016-09-13
912810RT7,Bond,29-Year 11-Month,2016-09-13
912796JY6,Bill,13-Week,2016-09-12
912796KN8,Bill,26-Week,2016-09-12
9128282G4,Note,3-Year,2016-09-12
9128282A7,Note,9-Year 11-Month,2016-09-12
912796JN0,Bill,4-Week,2016-09-06
912796HU6,Bill,13-Week,2016-09-06
912796KM0,Bill,26-Week,2016-09-06
912796JM2,Bill,4-Week,2016-08-30
912796JW0,Bill,13-Week,2016-08-29
912796JE0,Bill,26-Week,2016-08-29
9128282D1,Note,7-Year,2016-08-25
9128282F6,Note,5-Year,2016-08-24
912828S84,FRN Note,1-Year 11-Month,2016-08-24
9128282C3,Note,2-Year,2016-08-23
912796JL4,Bill,4-Week,2016-08-23
912796JV2,Bill,13-Week,2016-08-22
912796KJ7,Bill,26-Week,2016-08-22
912828Q60,TIPS Note,4-Year 8-Month,2016-08-18
912796CP2,CMB,7-Day,2016-08-17
912796HE2,Bill,4-Week,2016-08-16
912796KF5,Bill,52-Week,2016-08-16
912796JU4,Bill,13-Week,2016-08-15
912796KH1,Bill,26-Week,2016-08-15
912810RT7,Bond,30-Year,2016-08-11
9128282A7,Note,10-Year,2016-08-10
9128282B5,Note,3-Year,2016-08-09
912796JK6,Bill,4-Week,2016-08-09
912796HQ5,Bill,13-Week,2016-08-08
912796KG3,Bill,26-Week,2016-08-08
912796JH3,Bill,4-Week,2016-08-02
912796JS9,Bill,13-Week,2016-08-01
912796JA8,Bill,26-Week,2016-08-01
912828S92,Note,7-Year,2016-07-28
912828S84,FRN Note,2-Year,2016-07-27
912828S76,Note,5-Year,2016-07-26
912796JG5,Bill,4-Week,2016-07-26
912828S68,Note,2-Year,2016-07-25
912796JR1,Bill,13-Week,2016-07-25
912796KE8,Bill,26-Week,2016-07-25
912828S50,TIPS Note,10-Year,2016-07-21
912796HA0,Bill,4-Week,2016-07-19
912796KB4,Bill,52-Week,2016-07-19
912796JQ3,Bill,13-Week,2016-07-18
912796KD0,Bill,26-Week,2016-07-18
912810RS9,Bond,29-Year 10-Month,2016-07-13
912828R36,Note,9-Year 10-Month,2016-07-12
912796JF7,Bill,4-Week,2016-07-12
912828S43,Note,3-Year,2016-07-11
912796HJ1,Bill,13-Week,2016-07-11
912796KC2,Bill,26-Week,2016-07-11
912796JD2,Bill,4-Week,2016-07-05
912796JN0,Bill,13-Week,2016-07-05
912796HV4,Bill,26-Week,2016-07-05
912796JC4,Bill,4-Week,2016-06-28
912796JM2,Bill,13-Week,2016-06-27
912796KA6,Bill,26-Week,2016-06-27
912828S35,Note,7-Year,2016-06-22
912810RR1,TIPS Bond,29-Year 8-Month,2016-06-22
912828Q86,FRN Note,1-Year 10-Month,2016-06-22
912828S27,Note,5-Year,2016-06-21
912796GW3,Bill,4-Week,2016-06-21
912796JX8,Bill,52-Week,2016-06-21
912828R93,Note,2-Year,2016-06-20
912796JL4,Bill,13-Week,2016-06-20
912796JZ3,Bill,26-Week,2016-06-20
912796JB6,Bill,4-Week,2016-06-14
912796HE2,Bill,13-Week,2016-06-13
912796JY6,Bill,26-Week,2016-06-13
912810RS9,Bond,29-Year 11-Month,2016-06-09
912828R36,Note,9-Year 11-Month,2016-06-08
912828R85,Note,3-Year,2016-06-07
912796HZ5,Bill,4-Week,2016-06-07
912796JK6,Bill,13-Week,2016-06-06
912796HU6,Bill,26-Week,2016-06-06
912796HY8,Bill,4-Week,2016-05-31
912796JH3,Bill,13-Week,2016-05-31
912796JW0,Bill,26-Week,2016-05-31
912828R69,Note,7-Year,2016-05-26
912828R77,Note,5-Year,2016-05-25
912828Q86,FRN Note,1-Year 11-Month,2016-05-25
912828R51,Note,2-Year,2016-05-24
912796GS2,Bill,4-Week,2016-05-24
912796JT7,Bill,52-Week,2016-05-24
912796JG5,Bill,13-Week,2016-05-23
912796JV2,Bill,26-Week,2016-05-23
912828N71,TIPS Note,9-Year 8-Month,2016-05-19
912796HX0,Bill,4-Week,2016-05-17
912796HA0,Bill,13-Week,2016-05-16
912796JU4,Bill,26-Week,2016-05-16
912810RS9,Bond,30-Year,2016-05-12
912828R36,Note,10-Year,2016-05-11
912828R44,Note,3-Year,2016-05-10
912796HW2,Bill,4-Week,2016-05-10
912796JF7,Bill,13-Week,2016-05-09
912796HQ5,Bill,26-Week,2016-05-09
912796HT9,Bill,4-Week,2016-05-03
912796JD2,Bill,13-Week,2016-05-02
912796JS9,Bill,26-Week,2016-05-02
912828Q86,FRN Note,2-Year,2016-04-28
912828R28,Note,7-Year,2016-04-28
912828Q78,Note,5-Year,2016-04-26
912796GN3,Bill,4-Week,2016-04-26
912796JP5,Bill,52-Week,2016-04-26
912828Q94,Note,2-Year,2016-04-25
912796JC4,Bill,13-Week,2016-04-25
912796JR1,Bill,26-Week,2016-04-25
912828Q60,TIPS Note,5-Year,2016-04-21
912796HS1,Bill,4-Week,2016-04-19
912796GW3,Bill,13-Week,2016-04-18
912796JQ3,Bill,26-Week,2016-04-18
912810RQ3,Bond,29-Year 10-Month,2016-04-14
912828P46,Note,9-Year 10-Month,2016-04-13
912828Q52,Note,3-Year,2016-04-12
912796HR3,Bill,4-Week,2016-04-12
912796JB6,Bill,13-Week,2016-04-11
912796HJ1,Bill,26-Week,2016-04-11
912796HN2,Bill,4-Week,2016-04-05
912796HZ5,Bill,13-Week,2016-04-04
912796JN0,Bill,26-Week,2016-04-04
912828Q29,Note,7-Year,2016-03-30
912796GH6,Bill,4-Week,2016-03-29
912796JJ9,Bill,52-Week,2016-03-29
912828Q37,Note,5-Year,2016-03-29
912796HY8,Bill,13-Week,2016-03-28
912796JM2,Bill,26-Week,2016-03-28
912828Q45,Note,2-Year,2016-03-28
912828N97,FRN Note,1-Year 10-Month,2016-03-23
912796HM4,Bill,4-Week,2016-03-22
912796GS2,Bill,13-Week,2016-03-21
912796JL4,Bill,26-Week,2016-03-21
912828N71,TIPS Note,9-Year 10-Month,2016-03-17
912796HL6,Bill,4-Week,2016-03-15
912796HX0,Bill,13-Week,2016-03-14
912796HE2,Bill,26-Week,2016-03-14
912810RQ3,Bond,29-Year 11-Month,2016-03-10
912828P46,Note,9-Year 11-Month,2016-03-09
912828P95,Note,3-Year,2016-03-08
912796HK8,Bill,4-Week,2016-03-08
912796HW2,Bill,13-Week,2016-03-07
912796JK6,Bill,26-Week,2016-03-07
912796GD5,Bill,4-Week,2016-03-01
912796JE0,Bill,52-Week,2016-03-01
912796HT9,Bill,13-Week,2016-02-29
912796JH3,Bill,26-Week,2016-02-29
912828P79,Note,7-Year,2016-02-26
912828P87,Note,5-Year,2016-02-24
912828N97,FRN Note,1-Year 11-Month,2016-02-24
912828UR9,Note,2-Year,2016-02-23
912796HH5,Bill,4-Week,2016-02-23
912796GN3,Bill,13-Week,2016-02-22
912796JG5,Bill,26-Week,2016-02-22
912810RR1,TIPS Bond,30-Year,2016-02-18
912796HG7,Bill,4-Week,2016-02-17
912796HS1,Bill,13-Week,2016-02-16
912796HA0,Bill,26-Week,2016-02-16
912810RQ3,Bond,30-Year,2016-02-11
912828P46,Note,10-Year,2016-02-10
912828P53,Note,3-Year,2016-02-09
912796HF9,Bill,4-Week,2016-02-09
912796HR3,Bill,13-Week,2016-02-08
912796JF7,Bill,26-Week,2016-02-08
912796FZ7,Bill,4-Week,2016-02-02
912796JA8,Bill,52-Week,2016-02-02
912796HN2,Bill,13-Week,2016-02-01
912796JD2,Bill,26-Week,2016-02-01
912828P38,Note,7-Year,2016-01-28
912828N97,FRN Note,2-Year,2016-01-27
912828N89,Note,5-Year,2016-01-27
912828P20,Note,2-Year,2016-01-26
912796HD4,Bill,4-Week,2016-01-26
912796GH6,Bill,13-Week,2016-01-25
912796JC4,Bill,26-Week,2016-01-25
912828N71,TIPS Note,10-Year,2016-01-21
912796HC6,Bill,4-Week,2016-01-20
912796HM4,Bill,13-Week,2016-01-19
912796GW3,Bill,26-Week,2016-01-19
912810RP5,Bond,29-Year 10-Month,2016-01-14
912828M56,Note,9-Year 10-Month,2016-01-13
912828N63,Note,3-Year,2016-01-12
912796HB8,Bill,4-Week,2016-01-12
912796HL6,Bill,13-Week,2016-01-11
912796JB6,Bill,26-Week,2016-01-11
912796FV6,Bill,4-Week,2016-01-05
912796HV4,Bill,52-Week,2016-01-05
912796HK8,Bill,13-Week,2016-01-04
912796HZ5,Bill,26-Week,2016-01-04
912828N30,Note,7-Year,2015-12-30
912796GZ6,Bill,4-Week,2015-12-29
912828N48,Note,5-Year,2015-12-29
912796GD5,Bill,13-Week,2015-12-28
912796HY8,Bill,26-Week,2015-12-28
912828N55,Note,2-Year,2015-12-28
912828M23,FRN Note,1-Year 10-Month,2015-12-23
912796GY9,Bill,4-Week,2015-12-22
912796HH5,Bill,13-Week,2015-12-21
912796GS2,Bill,26-Week,2015-12-21
912828K33,TIPS Note,4-Year 4-Month,2015-12-17
912796GX1,Bill,4-Week,2015-12-15
912796HG7,Bill,13-Week,2015-12-14
912796HX0,Bill,26-Week,2015-12-14
912810RP5,Bond,29-Year 11-Month,2015-12-10
912828M56,Note,9-Year 11-Month,2015-12-09
912828N22,Note,3-Year,2015-12-08
912796FP9,Bill,4-Week,2015-12-08
912796HU6,Bill,52-Week,2015-12-08
912796HF9,Bill,13-Week,2015-12-07
912796HW2,Bill,26-Week,2015-12-07
912796GV5,Bill,4-Week,2015-12-01
912796FZ7,Bill,13-Week,2015-11-30
912796HT9,Bill,26-Week,2015-11-30
912828M80,Note,7-Year,2015-11-25
912828M98,Note,5-Year,2015-11-24
912796GU7,Bill,4-Week,2015-11-24
912828M23,FRN Note,1-Year 11-Month,2015-11-24
912828M72,Note,2-Year,2015-11-23
912796HD4,Bill,13-Week,2015-11-23
912796GN3,Bill,26-Week,2015-11-23
912828XL9,TIPS Note,9-Year 8-Month,2015-11-19
912796GT0,Bill,4-Week,2015-11-17
912796HC6,Bill,13-Week,2015-11-16
912796HS1,Bill,26-Week,2015-11-16
912810RP5,Bond,30-Year,2015-11-12
912828M56,Note,10-Year,2015-11-10
912796FN4,Bill,4-Week,2015-11-10
912796HQ5,Bill,52-Week,2015-11-10
912828M64,Note,3-Year,2015-11-09
912796HB8,Bill,13-Week,2015-11-09
912796HR3,Bill,26-Week,2015-11-09
912828TW0,Note,2-Year,2015-11-04
912796GR4,Bill,4-Week,2015-11-03
912796FV6,Bill,13-Week,2015-11-02
912796HN2,Bill,26-Week,2015-11-02
912796GX1,CMB,72-Day,2015-11-02
912828M49,Note,7-Year,2015-10-29
912796FP9,CMB,69-Day,2015-10-29
912828M23,FRN Note,2-Year,2015-10-28
912828L99,Note,5-Year,2015-10-28
912796GQ6,Bill,4-Week,2015-10-27
912796GZ6,Bill,13-Week,2015-10-26
912796GH6,Bill,26-Week,2015-10-26
912810RL4,TIPS Bond,29-Year 4-Month,2015-10-22
912796GP8,Bill,4-Week,2015-10-20
912796GY9,Bill,13-Week,2015-10-19
912796HM4,Bill,26-Week,2015-10-19
912796FG9,Bill,4-Week,2015-10-14
912796HJ1,Bill,52-Week,2015-10-14
912796GX1,Bill,13-Week,2015-10-13
912796HL6,Bill,26-Week,2015-10-13
912810RN0,Bond,29-Year 10-Month,2015-10-08
912828K74,Note,9-Year 10-Month,2015-10-07
912828L81,Note,3-Year,2015-10-06
912796LH0,CMB,25-Day,2015-10-06
912796GM5,Bill,4-Week,2015-10-06
912796FP9,Bill,13-Week,2015-10-05
912796HK8,Bill,26-Week,2015-10-05
912796GL7,Bill,4-Week,2015-09-29
912796GV5,Bill,13-Week,2015-09-28
912796GD5,Bill,26-Week,2015-09-28
912828L57,Note,7-Year,2015-09-24
912828L65,Note,5-Year,2015-09-23
912828XN5,FRN Note,1-Year 10-Month,2015-09-23
912828TS9,Note,2-Year,2015-09-22
912796GK9,Bill,4-Week,2015-09-22
912796GU7,Bill,13-Week,2015-09-21
912796HH5,Bill,26-Week,2015-09-21
912828XL9,TIPS Note,9-Year 10-Month,2015-09-18
912796FB0,Bill,4-Week,2015-09-15
912796HE2,Bill,52-Week,2015-09-15
912796GT0,Bill,13-Week,2015-09-14
912796HG7,Bill,26-Week,2015-09-14
912810RN0,Bond,29-Year 11-Month,2015-09-10
912828K74,Note,9-Year 11-Month,2015-09-09
912796GG8,CMB,21-Day,2015-09-09
912796GJ2,Bill,4-Week,2015-09-09
912828L40,Note,3-Year,2015-09-08
912796FN4,Bill,13-Week,2015-09-08
912796HF9,Bill,26-Week,2015-09-08
912796GG8,Bill,4-Week,2015-09-01
912796GR4,Bill,13-Week,2015-08-31
912796FZ7,Bill,26-Week,2015-08-31
912796KW8,CMB,14-Day,2015-08-31
912828L24,Note,7-Year,2015-08-27
912828L32,Note,5-Year,2015-08-26
912828XN5,FRN Note,1-Year 11-Month,2015-08-26
912828TM2,Note,2-Year,2015-08-25
912796GF0,Bill,4-Week,2015-08-25
912796GQ6,Bill,13-Week,2015-08-24
912796HD4,Bill,26-Week,2015-08-24
912828K33,TIPS Note,4-Year 8-Month,2015-08-20
912796EX3,Bill,4-Week,2015-08-18
912796HA0,Bill,52-Week,2015-08-18
912796GP8,Bill,13-Week,2015-08-17
912796HC6,Bill,26-Week,2015-08-17
912810RN0,Bond,30-Year,2015-08-13
912828K74,Note,10-Year,2015-08-12
912828K82,Note,3-Year,2015-08-11
912796GE3,Bill,4-Week,2015-08-11
912796KV0,CMB,19-Day,2015-08-11
912796FG9,Bill,13-Week,2015-08-10
912796HB8,Bill,26-Week,2015-08-10
912796GC7,Bill,4-Week,2015-08-04
912796GM5,Bill,13-Week,2015-08-03
912796FV6,Bill,26-Week,2015-08-03
912828XQ8,Note,7-Year,2015-07-30
912828XN5,FRN Note,2-Year,2015-07-29
912828XM7,Note,5-Year,2015-07-29
912828XP0,Note,2-Year,2015-07-28
912796GB9,Bill,4-Week,2015-07-28
912796GL7,Bill,13-Week,2015-07-27
912796GZ6,Bill,26-Week,2015-07-27
912828XL9,TIPS Note,10-Year,2015-07-23
912796ET2,Bill,4-Week,2015-07-21
912796GW3,Bill,52-Week,2015-07-21
912796GK9,Bill,13-Week,2015-07-20
912796GY9,Bill,26-Week,2015-07-20
912796GA1,Bill,4-Week,2015-07-14
912796FB0,Bill,13-Week,2015-07-13
912796GX1,Bill,26-Week,2015-07-13
912810RM2,Bond,29-Year 10-Month,2015-07-09
912828XB1,Note,9-Year 10-Month,2015-07-08
912828XK1,Note,3-Year,2015-07-07
912796FY0,Bill,4-Week,2015-07-07
912796GJ2,Bill,13-Week,2015-07-06
912796FP9,Bill,26-Week,2015-07-06
912796FX2,Bill,4-Week,2015-06-30
912796GG8,Bill,13-Week,2015-06-29
912796GV5,Bill,26-Week,2015-06-29
912828XG0,Note,7-Year,2015-06-25
912828XH8,Note,5-Year,2015-06-24
912828K41,FRN Note,1-Year 10-Month,2015-06-24
912828XJ4,Note,2-Year,2015-06-23
912796EN5,Bill,4-Week,2015-06-23
912796GS2,Bill,52-Week,2015-06-23
912796GF0,Bill,13-Week,2015-06-22
912796GU7,Bill,26-Week,2015-06-22
912810RL4,TIPS Bond,29-Year 8-Month,2015-06-18
912796FW4,Bill,4-Week,2015-06-16
912796EX3,Bill,13-Week,2015-06-15
912796GT0,Bill,26-Week,2015-06-15
912810RM2,Bond,29-Year 11-Month,2015-06-11
912828XB1,Note,9-Year 11-Month,2015-06-10
912828XF2,Note,3-Year,2015-06-09
912796FT1,Bill,4-Week,2015-06-09
912796GE3,Bill,13-Week,2015-06-08
912796FN4,Bill,26-Week,2015-06-08
912796FS3,Bill,4-Week,2015-06-02
912796KK4,CMB,12-Day,2015-06-02
912796GC7,Bill,13-Week,2015-06-01
912796GR4,Bill,26-Week,2015-06-01
912828XD7,Note,7-Year,2015-05-28
912828K41,FRN Note,1-Year 11-Month,2015-05-28
912828XE5,Note,5-Year,2015-05-27
912796EJ4,Bill,4-Week,2015-05-27
912796GN3,Bill,52-Week,2015-05-27
912828SY7,Note,2-Year,2015-05-26
912796GB9,Bill,13-Week,2015-05-26
912796GQ6,Bill,26-Week,2015-05-26
912828H45,TIPS Note,9-Year 8-Month,2015-05-21
912796FR5,Bill,4-Week,2015-05-19
912796ET2,Bill,13-Week,2015-05-18
912796GP8,Bill,26-Week,2015-05-18
912810RM2,Bond,30-Year,2015-05-14
912828XB1,Note,10-Year,2015-05-13
912828XA3,Note,3-Year,2015-05-12
912796FQ7,Bill,4-Week,2015-05-12
912796GA1,Bill,13-Week,2015-05-11
912796FG9,Bill,26-Week,2015-05-11
912796FK0,Bill,4-Week,2015-05-05
912796FY0,Bill,13-Week,2015-05-04
912796GM5,Bill,26-Week,2015-05-04
912828K41,FRN Note,2-Year,2015-04-29
912828WZ9,Note,7-Year,2015-04-29
912796EC9,Bill,4-Week,2015-04-28
912796GH6,Bill,52-Week,2015-04-28
912828K58,Note,5-Year,2015-04-28
912796FX2,Bill,13-Week,2015-04-27
912796GL7,Bill,26-Week,2015-04-27
912828K66,Note,2-Year,2015-04-27
912828K33,TIPS Note,5-Year,2015-04-23
912796FJ3,Bill,4-Week,2015-04-21
912796EN5,Bill,13-Week,2015-04-20
912796GK9,Bill,26-Week,2015-04-20
912796FH7,Bill,4-Week,2015-04-14
912796FW4,Bill,13-Week,2015-04-13
912796FB0,Bill,26-Week,2015-04-13
912810RK6,Bond,29-Year 10-Month,2015-04-09
912828J27,Note,9-Year 10-Month,2015-04-08
912828K25,Note,3-Year,2015-04-07
912796FF1,Bill,4-Week,2015-04-07
912796FT1,Bill,13-Week,2015-04-06
912796GJ2,Bill,26-Week,2015-04-06
912796DY2,Bill,4-Week,2015-03-31
912796GD5,Bill,52-Week,2015-03-31
912796FS3,Bill,13-Week,2015-03-30
912796GG8,Bill,26-Week,2015-03-30
912828J76,Note,7-Year,2015-03-26
912828J84,Note,5-Year,2015-03-25
912828H60,FRN Note,1-Year 10-Month,2015-03-25
912828J92,Note,2-Year,2015-03-24
912796FE4,Bill,4-Week,2015-03-24
912796EJ4,Bill,13-Week,2015-03-23
912796GF0,Bill,26-Week,2015-03-23
912828H45,TIPS Note,9-Year 10-Month,2015-03-19
912796FD6,Bill,4-Week,2015-03-17
912796FR5,Bill,13-Week,2015-03-16
912796EX3,Bill,26-Week,2015-03-16
912810RK6,Bond,29-Year 11-Month,2015-03-12
912828J27,Note,9-Year 11-Month,2015-03-11
912828J68,Note,3-Year,2015-03-10
912796FC8,Bill,4-Week,2015-03-10
912796FQ7,Bill,13-Week,2015-03-09
912796GE3,Bill,26-Week,2015-03-09
912796DU0,Bill,4-Week,2015-03-03
912796FZ7,Bill,52-Week,2015-03-03
912796FK0,Bill,13-Week,2015-03-02
912796GC7,Bill,26-Week,2015-03-02
912828J43,Note,7-Year,2015-02-26
912828J50,Note,5-Year,2015-02-25
912828H60,FRN Note,1-Year 11-Month,2015-02-25
912828J35,Note,2-Year,2015-02-24
912796FA2,Bill,4-Week,2015-02-24
912796EC9,Bill,13-Week,2015-02-23
912796GB9,Bill,26-Week,2015-02-23
912810RL4,TIPS Bond,30-Year,2015-02-19
912796EZ8,Bill,4-Week,2015-02-18
912796FJ3,Bill,13-Week,2015-02-17
912796ET2,Bill,26-Week,2015-02-17
912810RK6,Bond,30-Year,2015-02-12
912828J27,Note,10-Year,2015-02-11
912828H94,Note,3-Year,2015-02-10
912796EY1,Bill,4-Week,2015-02-10
912796FH7,Bill,13-Week,2015-02-09
912796GA1,Bill,26-Week,2015-02-09
912796DP1,Bill,4-Week,2015-02-03
912796FV6,Bill,52-Week,2015-02-03
912796FF1,Bill,13-Week,2015-02-02
912796FY0,Bill,26-Week,2015-02-02
912828H52,Note,5-Year,2015-01-29
912828H86,Note,7-Year,2015-01-29
912828H78,Note,2-Year,2015-01-28
912828H60,FRN Note,2-Year,2015-01-28
912796EW5,Bill,4-Week,2015-01-26
912796DY2,Bill,13-Week,2015-01-26
912796FX2,Bill,26-Week,2015-01-26
912828H45,TIPS Note,10-Year,2015-01-22
912796EV7,Bill,4-Week,2015-01-21
912796FE4,Bill,13-Week,2015-01-20
912796EN5,Bill,26-Week,2015-01-20
912810RJ9,Bond,29-Year 10-Month,2015-01-14
912796EU9,Bill,4-Week,2015-01-13
912828G38,Note,9-Year 10-Month,2015-01-13
912796FD6,Bill,13-Week,2015-01-12
912796FW4,Bill,26-Week,2015-01-12
912828H37,Note,3-Year,2015-01-12
912796DG1,Bill,4-Week,2015-01-06
912796FP9,Bill,52-Week,2015-01-06
912796FC8,Bill,13-Week,2015-01-05
912796FT1,Bill,26-Week,2015-01-05
912796ER6,Bill,4-Week,2014-12-30
912796DU0,Bill,13-Week,2014-12-29
912796FS3,Bill,26-Week,2014-12-29
